sample_name,Cnet ,ROIAREA
F1-3,0.262062049,2.26593
F1-3,0.325598475,3.488159
F1-3,0.394929028,2.128601
F1-3,0.272090401,2.142334
F1-3,0.283050877,1.41449
F1-3,0.337476389,1.757813
F1-3,0.507669465,0.6729126
F1-3,0.358436589,1.84021
F1-3,0.238824715,3.103638
F1-3,0.316946392,1.524353
F1-3,0.293338101,1.675415
F1-3,0.183484968,2.526855
F1-3,0.206570669,1.332092
F1-3,0.356235125,1.551819
F1-3,0.306210419,1.702881
F1-3,0.261194093,1.126099
F1-3,0.362906639,1.277161
F1-3,0.307459346,1.400757
F1-3,0.229018507,1.634216
F1-3,0.228165375,1.029968
F1-3,0.311545878,1.60675
F1-3,0.2884072,2.540588
F1-3,0.366893355,2.156067
F1-3,0.216567132,1.441956
F1-3,0.295350872,2.224731
F1-3,0.277458201,1.002502
F1-3,0.365891082,2.279663
F1-3,0.200260818,2.087402
F1-3,0.223131693,1.689148
F1-3,0.388780025,1.41449
F1-3,0.394339827,2.059937
F1-3,0.401480374,1.249695
F1-3,0.379702502,2.444458
F1-3,0.265324775,1.400757
F1-3,0.377334606,1.428223
F1-3,0.280288105,0.7278442
F1-3,0.3041332,1.002502
F1-3,0.392358311,1.126099
F1-3,0.250852432,1.799011
F1-3,0.282549629,1.373291
F1-3,0.249697315,1.208496
F1-3,0.310097426,1.551819
F1-3,0.279544036,0.617981
F1-3,0.400863074,1.826477
F1-3,0.324166088,1.469421
F1-3,0.473324719,0.6317139
F1-3,0.320374157,1.524353
F1-3,0.448058176,1.345825
F1-3,0.383282436,1.826477
F1-3,0.396209874,1.0849
F1-3,0.346562697,1.991272
F1-3,0.238447142,1.18103
F1-3,0.304639699,0.7965088
F1-3,0.215957355,2.114868
F1-3,0.202950051,1.826477
F1-3,0.284389194,3.598022
F1-3,0.249003396,0.3570557
F1-3,0.266992765,0.7003784
F1-3,0.22231706,0.4257202
F1-3,0.35657168,2.416992
F1-3,0.345994576,2.526855
F1-3,0.352962371,1.428223
F1-3,0.321853519,1.400757
F1-3,0.391080309,2.801514
F1-3,0.247572965,0.1647949
F1-3,0.303040181,1.016235
F1-3,0.294498011,1.139832
F1-3,0.245956067,1.112366
F1-3,0.257729482,2.883911
F1-3,0.342884982,2.403259
F1-3,0.317954356,1.963806
F1-3,0.493804347,0.453186
F1-3,0.330997669,2.416992
F1-3,0.348900288,0.4943848
F1-3,0.41567455,0.7553101
F1-3,0.256117432,1.016235
F1-3,0.330528683,3.062439
F1-3,0.32855684,2.581787
F1-3,0.375010924,2.334595
F1-3,0.391545703,0.6866455
F1-3,0.238217902,0.7827759
F1-3,0.28008107,2.650452
F1-3,0.303919048,0.5493164
F1-3,0.359086967,0.3158569
F1-3,0.369268445,0.3707886
F1-3,0.349753993,0.1922607
F1-3,0.330975581,0.769043
F1-3,0.295986689,2.746582
F1-3,0.308699993,1.263428
F1-3,0.273128089,1.538086
F1-3,0.269659482,0.2197266
F1-3,0.293299254,1.702881
F1-3,0.348814548,1.977539
F1-3,0.346755559,1.098633
F1-3,0.427037377,1.0849
F1-3,0.284614202,1.483154
F1-3,0.286314228,1.400757
F1-3,0.387445332,0.5081177
F1-3,0.300490062,1.153564
F1-3,0.280064492,1.93634
F1-3,0.459666868,0.4806519
F1-3,0.335192128,2.032471
F1-3,0.350954111,1.167297
F1-3,0.44481129,0.3158569
F1-3,0.255697329,2.980042
F1-3,0.330752176,0.8102417
F1-3,0.269629448,0.3982544
F1-3,0.532938256,0.4943848
F1-3,0.244714006,1.881409
F1-3,0.300416885,1.51062
F1-3,0.221466354,1.387024
F1-3,0.310819666,0.604248
F1-3,0.307037678,1.194763
F1-3,0.358072098,1.963806
F1-3,0.445655382,0.5630493
F1-3,0.355852397,1.373291
F1-3,0.195954953,0.9338379
F1-3,0.321726332,0.5355835
F1-3,0.264035994,0.9750366
F1-3,0.25163059,1.029968
F1-3,0.302290822,1.153564
F1-3,0.230978175,0.5081177
F1-3,0.315305157,1.071167
F1-3,0.331441771,0.8377075
F1-3,0.368822873,0.5630493
F1-3,0.234196,0.8651733
F1-3,0.260058466,1.977539
F1-3,0.337170536,1.263428
F1-3,0.214919163,1.620483
F1-3,0.196561906,2.746582
F1-3,0.351756743,0.3982544
F1-3,0.364342553,0.7553101
F1-3,0.424979642,1.991272
F1-3,0.19740096,1.661682
F1-3,0.158196981,2.032471
F1-3,0.360624354,0.5493164
F1-3,0.328870165,2.018738
F1-3,0.284963537,1.538086
F1-3,0.251627939,1.029968
F1-3,0.331599887,0.302124
F1-3,0.330475363,1.867676
F1-3,0.180424877,1.84021
F1-3,0.302263758,0.7965088
F1-3,0.359371227,1.593018
F1-3,0.253320707,1.222229
F1-3,0.284908258,1.675415
F1-3,0.297169897,0.3707886
F1-3,0.272669812,1.895142
F1-3,0.292534,1.60675
F1-3,0.341562727,0.9613037
F1-3,0.283201258,0.6591797
F1-3,0.152551818,0.9475708
F1-3,0.26393415,1.496887
F1-3,0.320098518,1.593018
F1-3,0.276437908,1.74408
F1-3,0.271143268,1.222229
F1-3,0.378087076,1.730347
F1-3,0.404101086,0.5355835
F1-3,0.245380758,2.568054
F1-3,0.234974458,1.304626
F1-3,0.235519918,0.9063721
F1-3,0.277552188,2.389526
F1-3,0.254693714,1.373291
F1-3,0.372862308,1.071167
F1-3,0.2997384,0.9750366
F1-3,0.333694553,1.208496
F1-3,0.242172714,0.5630493
F1-3,0.42386435,1.565552
F1-3,0.341623261,0.617981
F1-3,0.271872109,2.636719
F1-3,0.294912579,2.362061
F1-3,0.248428966,1.51062
F1-3,0.263405732,0.920105
F1-3,0.291276247,1.60675
F1-3,0.212351925,1.318359
F1-3,0.290297351,1.208496
F1-3,0.223439006,1.895142
F1-3,0.202157761,1.249695
F1-3,0.353246288,0.1647949
F1-3,0.42523887,1.029968
F1-3,0.354845845,2.334595
F1-3,0.279881399,0.9613037
F1-3,0.219870594,2.032471
F1-3,0.292598178,0.9063721
F1-3,0.169710873,0.8514404
F1-3,0.223507904,0.9063721
F1-3,0.410946148,2.046204
F1-3,0.367569225,0.4943848
F1-3,0.191711088,1.689148
F1-3,0.235261405,0.4394531
F1-3,0.193147633,0.4257202
F1-3,0.397420321,0.9063721
F1-3,0.560626459,0.2746582
F1-3,0.345463756,1.332092
F1-3,0.15628191,1.139832
F1-3,0.467969845,0.6454468
F1-3,0.293880538,0.8651733
F1-3,0.26229007,0.9338379
F1-3,0.27420504,0.7827759
F1-3,0.359510066,0.2471924
F1-3,0.182660644,0.5355835
F1-3,0.232653588,1.290894
F1-3,0.326556403,2.1698
F1-3,0.168076371,1.194763
F1-3,0.316290123,0.8239746
F1-3,0.33282608,0.920105
F1-3,0.295777622,0.2471924
F1-3,0.364631785,2.252197
F1-3,0.257326485,0.5630493
F1-3,0.267194509,0.8789063
F1-3,0.358190506,0.3845215
F1-3,0.332089943,1.41449
F1-3,0.317898598,0.3570557
F1-3,0.229463819,0.453186
F1-3,0.341444165,0.6317139
F1-3,0.205317919,0.7278442
F1-3,0.413505002,0.2609253
F1-3,0.538661832,0.4669189
F1-3,0.1783952,0.6454468
F1-3,0.334242529,0.2059937
F1-3,0.275474353,1.373291
F1-3,0.211279717,1.002502
F1-3,0.150067369,1.029968
F1-3,0.386512565,1.318359
F1-3,0.211397808,0.7003784
F1-3,0.302697625,0.920105
F1-3,0.197248801,0.302124
F1-3,0.311194696,0.151062
F1-3,0.178232727,0.2471924
F1-3,0.330632732,2.114868
F1-3,0.193540377,1.318359
F1-3,0.20936511,0.4806519
F1-3,0.222007122,1.524353
F1-3,0.269530847,0.3707886
F1-3,0.165209026,1.455688
F1-3,0.314112756,0.5767822
F1-3,0.149797547,0.4257202
F1-3,0.32784923,2.49939
F1-3,0.312630385,0.9613037
F1-3,0.308380893,0.769043
F1-3,0.233145147,0.6454468
F1-3,0.439107921,0.3295898
F1-3,0.45635641,0.3295898
F1-3,0.303151167,0.5630493
F1-3,0.343127161,0.9887695
F1-3,0.382311383,0.4257202
F1-3,0.288964842,1.029968
F1-3,0.216169331,1.043701
F1-3,0.164781273,1.277161
F1-3,0.261578867,1.098633
F1-3,-0.001718806,0.8926392
F1-3,0.302187935,1.0849
F1-3,0.278801777,0.7965088
F1-3,0.157798706,1.263428
F1-3,0.274379805,0.3707886
F1-3,0.28350937,2.005005
F1-3,0.238118987,0.8377075
F1-3,0.18832938,1.016235
F1-3,0.117833523,2.005005
F1-3,0.170282854,2.032471
F1-3,0.115963495,0.7141113
F1-3,0.127638349,0.8789063
F1-3,0.103012759,3.323364
F1-3,0.155877057,1.098633
F1-3,-0.001999935,1.441956
F1-3,0.074143611,1.496887
F1-3,0.215273051,0.8651733
F1-3,0.156775119,0.4257202
F1-3,0.131569353,0.2059937
F1-3,0.133041912,1.716614
F1-3,0.092168041,1.112366
F1-4,0.239714596,1.771545
F1-4,0.063516522,1.524353
F1-4,0.062326187,0.9338379
F1-4,0.043719812,0.9750366
F1-4,0.048659767,1.345825
F1-4,0.043314526,1.249695
F1-4,0.043259343,0.920105
F1-4,0.039691767,0.9475708
F1-4,0.055212401,0.8789063
F1-4,0.052343278,0.7415771
F1-4,0.048703556,1.139832
F1-4,0.032278612,1.263428
F1-4,0.039456304,0.6454468
F1-4,0.039634172,1.194763
F1-4,0.038242824,1.208496
F1-4,0.03112464,0.5081177
F1-4,0.030959037,1.74408
F1-4,0.045982461,0.453186
F1-4,0.047713321,1.661682
F1-4,0.033042026,1.826477
F1-4,0.041067355,0.617981
F1-4,0.037867272,0.604248
F1-4,0.03301566,0.6454468
F1-4,0.027761342,1.208496
F1-4,0.026955811,1.263428
F1-4,0.027597427,0.4257202
F1-4,0.026741602,0.2746582
F1-4,0.030440958,0.920105
F1-4,0.024800626,0.6454468
F1-4,0.01647487,1.290894
F1-4,0.023019971,0.7003784
F1-4,0.026139461,0.4943848
F1-4,0.026985466,1.332092
F1-4,0.019156044,0.6866455
F1-4,0.042204627,0.8377075
F1-4,0.026103924,0.9475708
F1-4,0.015789786,0.9475708
F1-4,0.016115085,0.5218506
F1-4,0.01388909,1.290894
F1-4,0.025473234,0.7278442
F1-4,0.026960775,0.2334595
F1-4,0.023838516,0.5081177
F1-4,0.026562646,0.5630493
F1-4,0.014902473,1.126099
F1-4,0.013881996,0.7141113
F1-4,0.016089246,0.5081177
F1-4,0.00940267,0.7141113
F1-4,0.024239591,0.7965088
F1-4,0.010460799,0.9613037
F1-4,0.012417424,0.3845215
F1-4,0.015309081,0.5218506
F1-4,0.015113623,0.9338379
F1-4,0.01796739,0.5218506
F1-4,0.021136774,0.4394531
F1-4,0.024097827,0.5355835
F1-4,0.01618487,0.6591797
F1-4,0.013072411,0.3570557
F1-4,0.014805656,0.3982544
F1-4,0.024139657,0.2609253
F1-4,0.010739739,0.5355835
F1-4,0.023256119,0.7965088
F1-4,0.010440577,0.2883911
F1-4,0.06919521,1.689148
F1-4,0.061229695,0.769043
F1-4,0.065773781,0.5630493
F1-4,0.055841726,0.7141113
F1-4,0.054669115,0.7553101
F1-4,0.053037197,2.911377
F1-4,0.040528237,0.5493164
F1-4,0.044049726,0.6591797
F1-4,0.061231538,0.9475708
F1-4,0.051104773,0.8239746
F1-4,0.051704314,0.4669189
F1-4,0.041957602,0.8102417
F1-4,0.042962528,0.9063721
F1-4,0.045634736,1.153564
F1-4,0.053911054,1.373291
F1-4,0.037887487,1.139832
F1-4,0.009273857,1.016235
F1-4,0.035431057,1.208496
F1-4,0.030176634,0.8514404
F1-4,0.042177595,1.908875
F1-4,0.028500146,1.593018
F1-4,0.036009305,1.029968
F1-4,0.046527068,0.9750366
F1-4,0.041052016,0.7827759
F1-4,0.048843004,1.002502
F1-4,0.035483236,1.029968
F1-4,0.042015729,0.7278442
F1-4,0.035720342,0.5493164
F1-4,0.037022436,1.071167
F1-4,0.038800763,0.8789063
F1-4,0.028780208,0.7415771
F1-4,0.03601406,0.9475708
F1-4,0.026360588,1.977539
F1-4,0.022008249,1.400757
F1-4,0.047892375,0.7965088
F1-4,0.005059959,0.9475708
F1-4,0.027662614,1.18103
F1-4,0.018361784,0.6866455
F1-4,0.034117163,0.8239746
F1-4,0.031126891,0.769043
F1-4,0.021160884,0.9338379
F1-4,0.02456433,0.6317139
F1-4,0.039698989,0.5493164
F1-4,0.032182699,0.7278442
F1-4,0.018991755,1.661682
F1-4,0.029523485,0.3982544
F1-4,0.028672277,0.4669189
F1-4,0.017890844,1.071167
F1-4,0.019442858,0.4119873
F1-4,0.026483921,0.4943848
F1-4,0.02413458,0.9887695
F1-4,0.03322492,0.4119873
F1-4,0.01609517,1.153564
F1-4,0.025079417,0.5630493
F1-4,0.017723087,1.222229
F1-4,0.02303424,0.7003784
F1-4,0.019560742,0.5218506
F1-4,0.023412287,0.769043
F1-4,0.024967279,1.263428
F1-4,0.020547481,0.2471924
F1-4,-0.001178978,0.8102417
F1-4,0.022980691,1.194763
F1-4,0.025838302,0.9063721
F1-4,0.011714892,0.6591797
F1-4,0.012787937,0.6866455
F1-4,0.011228477,0.9063721
F1-4,0.027796329,0.5081177
F1-4,0.01925231,0.920105
F1-4,0.022861835,0.7278442
F1-4,0.021996916,0.8514404
F1-4,0.014973961,0.5630493
F1-4,0.000642833,0.302124
F1-4,0.014214681,0.3433228
F1-4,0.011438765,0.604248
F1-4,0.020651002,0.5630493
F1-4,0.022474947,0.7278442
F1-4,0.008601679,0.7278442
F1-4,0.014860849,0.3158569
F1-4,0.018921166,0.5081177
F1-4,0.013035717,0.5081177
F1-4,0.015700658,0.3845215
F1-4,0.024156429,0.3982544
F1-4,0.006915677,0.302124
F1-4,0.02444493,0.604248
F1-4,0.020898786,0.3158569
F1-4,0.020428056,0.2471924
F1-4,0.020471487,0.3982544
F1-4,0.008196798,0.2883911
F1-4,0.022555019,0.3158569
F1-4,0.081606899,1.496887
F1-4,0.058310813,1.263428
F1-4,0.027701897,0.7965088
F1-4,0.076115587,1.41449
F1-4,0.067822782,2.416992
F1-4,0.051074595,1.112366
F1-4,0.06144346,1.593018
F1-4,0.066995987,1.441956
F1-4,0.059365545,1.400757
F1-4,0.072498076,0.4257202
F1-4,0.065148461,1.496887
F1-4,0.04990335,1.290894
F1-4,0.065336104,1.167297
F1-4,0.064276899,0.9887695
F1-4,0.063020791,0.9338379
F1-4,0.062749513,1.469421
F1-4,0.05443252,0.7415771
F1-4,0.045465537,0.8789063
F1-4,0.043049362,1.263428
F1-4,0.118474296,0.6454468
F1-4,0.038910272,0.9750366
F1-4,0.0645085,1.057434
F1-4,0.068471348,0.9887695
F1-4,0.028967435,1.126099
F1-4,0.029484379,1.098633
F1-4,0.035020315,0.604248
F1-4,0.041888149,1.139832
F1-4,0.027010306,1.002502
F1-4,0.011040218,0.8102417
F1-4,0.02070229,0.6317139
F1-4,0.030036048,0.9887695
F1-4,0.027281502,0.6591797
F1-4,0.041723463,0.920105
F1-4,0.037719874,0.8926392
F1-4,0.033351566,0.9887695
F1-4,0.030767867,1.112366
F1-4,0.026463028,1.071167
F1-4,0.028665738,0.8239746
F1-4,0.025506876,1.551819
F1-4,0.010523721,1.18103
F1-4,0.026884941,1.318359
F1-4,0.048489479,0.3982544
F1-4,0.024973581,0.7278442
F1-4,0.029869743,0.5767822
F1-4,0.020976297,0.5767822
F1-4,0.020640082,0.3982544
F1-4,0.029112034,0.3982544
F1-4,0.021119696,1.057434
F1-4,0.012910536,0.6591797
F1-4,0.03465812,1.167297
F1-4,0.038114928,1.098633
F1-4,0.022840402,0.7003784
F1-4,0.020988797,0.3982544
F1-4,0.028169731,1.043701
F1-4,0.036146544,0.6729126
F1-4,0.023106784,0.9750366
F1-4,0.052303855,0.8926392
F1-4,0.022747135,1.524353
F1-4,0.033497954,2.416992
F1-4,0.018581459,1.098633
F1-4,0.041668725,0.302124
F1-4,0.006830586,0.7141113
F1-4,0.008516161,0.617981
F1-4,0.041110549,0.2883911
F1-4,0.021651478,0.7003784
F1-4,0.026850448,0.7278442
F1-4,0.015231407,1.098633
F1-4,0.022630599,0.4806519
F1-4,0.01795891,0.9063721
F1-4,0.019780146,0.9613037
F1-4,0.018557339,0.5905151
F1-4,0.031566815,0.8514404
F1-4,0.028547222,0.7827759
F1-4,0.009723654,1.112366
F1-4,0.005658114,1.098633
F1-4,0.017075131,0.5493164
F1-4,0.015769633,1.0849
F1-4,0.030356765,0.9613037
F1-4,0.02729954,0.8239746
F1-4,0.017869743,1.098633
F1-4,0.008047452,0.4119873
F1-4,0.029828169,0.7141113
F1-4,0.015533318,0.617981
F1-4,0.01637708,0.8102417
F1-4,0.030597014,0.5355835
F1-4,0.019037934,0.1785278
F1-4,0.01310785,0.3707886
F1-4,0.019181561,0.5493164
F1-4,0.03384032,0.3570557
F1-4,0.01303906,1.222229
F1-4,0.018623211,0.3707886
F1-4,0.003905557,0.6591797
F1-4,0.022455013,0.4669189
F1-4,0.021890139,0.2883911
F1-4,0.021031411,0.3845215
F1-4,0.020283056,0.3707886
F1-4,0.014849604,0.3433228
F1-4,0.010322666,0.3158569
F1-4,0.007302172,0.3570557
F1-4,0.014140845,0.4806519
F2-1,0.200952733,0.5905151
F2-1,0.153270503,0.8926392
F2-1,0.186630385,1.112366
F2-1,0.171436181,1.757813
F2-1,0.334391458,1.620483
F2-1,0.172975992,1.153564
F2-1,0.316016682,0.8926392
F2-1,0.170089616,0.8789063
F2-1,0.154188324,1.002502
F2-1,0.109049192,0.5905151
F2-1,0.170937056,0.4669189
F2-1,0.052867517,0.6729126
F2-1,0.103292901,0.5355835
F2-1,0.114738137,0.3570557
F2-1,0.146330085,1.387024
F2-1,0.166271348,0.6729126
F2-1,0.266218743,0.4394531
F2-1,0.239013485,0.5218506
F2-1,0.11945172,1.647949
F2-1,0.211365399,0.5630493
F2-1,0.112726729,0.5218506
F2-1,0.21708918,0.6454468
F2-1,0.088032729,0.6454468
F2-1,0.110443514,1.387024
F2-1,0.283824604,0.6729126
F2-1,0.142737891,1.277161
F2-1,0.105469793,1.139832
F2-1,0.217957772,2.334595
F2-1,0.239197516,2.389526
F2-1,0.237587396,1.263428
F2-1,0.303383066,1.551819
F2-1,0.21701688,0.769043
F2-1,0.188696798,2.444458
F2-1,0.417376163,0.5767822
F2-1,0.270942928,1.620483
F2-1,0.186919799,0.7965088
F2-1,0.276554441,0.6591797
F2-1,0.319670256,0.7141113
F2-1,0.232293111,1.332092
F2-1,0.315966674,0.9613037
F2-1,0.247788165,0.604248
F2-1,0.298085947,0.8651733
F2-1,0.136958321,1.277161
F2-1,0.22077222,1.235962
F2-1,0.267921991,0.4119873
F2-1,0.092539245,0.6317139
F2-1,0.196952393,0.604248
F2-1,0.077573403,0.5493164
F2-1,0.175455736,0.5493164
F2-1,0.133811558,0.7553101
F2-1,0.054677912,0.7965088
F2-1,0.077748054,0.6866455
F2-1,0.078453627,0.604248
F2-1,0.162117976,0.5355835
F2-1,0.094907322,0.8651733
F2-1,0.204284962,0.6866455
F2-1,0.074535759,0.7553101
F2-1,0.088990426,1.126099
F2-1,0.234022879,0.6317139
F2-1,0.048912382,0.7003784
F2-1,0.043739142,0.769043
F2-1,-0.003899453,1.373291
F2-1,0.069326797,0.5081177
F2-1,0.27936128,1.208496
F2-1,0.420416473,1.029968
F2-1,0.251303102,1.551819
F2-1,0.194516651,1.675415
F2-1,0.376150141,0.8926392
F2-1,0.204689657,1.565552
F2-1,0.208090329,0.920105
F2-1,0.209393215,1.771545
F2-1,0.211189041,0.7827759
F2-1,0.277925556,0.8514404
F2-1,0.277295141,0.7415771
F2-1,0.098310104,1.194763
F2-1,0.180756602,0.920105
F2-1,0.329380626,0.5218506
